,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
no_ortho_Candersoni30847,THRTRSm,VALTRSm,PREPTHS2,MCBTS3,GRTT2,MEGLYXYLAMH,PTOR,CD2t4,3OAS121,3OAS80,HEMEOMOm,HISTRSm,MCBTS2,MCBTS,AGPAT190,LIDOAMH,3OAS60,GRTT,OPMEACPS,2HP6MPMOm,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,FEDCabc,ALATL,3OAS141,THZPSN3,CRNCARtm,TPK1,DOLASNT,IPDPUPT,SHSL2,SECYSTL,FPPShc,PLDAGAT_DHA_EPA_ARA_PE_10_c,PLDAGAT_DHA_EPA_DHA_PE_14_c,PLDAGAT_MYRS_EPA_ARA_PE_10_c,ACOADAGAT_EPA_EPA_EPA_c,LPCAT_MYRS_DHA_sn2_c,PLDAGAT_DHA_EPA_ARA_PC_5_c,LPCAT_MYRS_EPA_sn2_c,PLDAGAT_MYRS_EPA_ARA_PE_11_c,PLDAGAT_MYRS_EPA_MYRS_PC_5_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GintestinalisAssemblageAWB,CERH124,NORRDX,F4H2O,NODOx,NODOy,PYAM5PO,ROO,CERH126,HBZOPT6,FEDCabc,PDX5POi,THZPSN3,PYDXNO,3NTYROXDAppc,ENLIPIDAt1exc,LLDH_ferr_mc,DOLASNTc,LLDH_ferr_xc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PcynomolgiM,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,NTRARf,CD2t4,DHPS2,ASNTRSm,HISTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1b2pp_sync,CYO1bpp_sync,ENLIPIDAt1exc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PyoeliiyoeliiYM,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,DHPS,NTRARf,CD2t4,DHPS2,UPLA4FNT,HISTRSm,PHETRSm,TRPTRSm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,ENLIPIDAt1exc,CYO1bpp_sync,CYO1b2pp_sync,biomass,3OAR140_ap,EAR140x_ap,3OAS140_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumKH02,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,CYO1b2pp_sync,ENLIPIDAt1exc,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhistolyticaHM1IMSS-B,2AGPGAT141,ACONMT,NORRDX,UPLA4FNT,NALN6,TECA1S45,TECA2S45,2AGPEAT141,DIPS,TECA3S,UPLA4NT,FEDCabc,TECA1S,TECA2S,TPK1,CDGS1,TECA3S45,DOLASNTc,OHPHM6nc,DMTc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_VcorneaeATCC50505,2AGPGAT141,AACPS9,PANTS,4M2OPLOXRD,UPLA4FNT,2AGPEAT141,ALATA_D2,DIPS,HBZOPT6,FEDCabc,AACPS2,THZPSN3,3M2OBLOXRD,3M2OPLOXRD,ENLIPIDAt1exc,OHPHM6nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pgallinaceum8A,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,DHPS,CD2t4,DHPS2,UPLA4FNT,ASNTRSm,HISTRSm,PHETRSm,TRPTRSm,AGPAT190,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_MdaphniaeUGP3,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,HBZOPT6,FEDCabc,PBAL,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,BC10_new,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,SHSL3,PANTS,CBFCc,G12MT4c,G12MT3c,DOLASNTc,FAH1819Zc,ENLIPIDAt1exc,FAH1829Z12Zc,CPPPGOm,ILETAm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_CparvumIowaII,FAS141ACPm,FAS181ACPm,THRTRSm,VALTRSm,HEXTT,MCBTS3,GRTT2,PTOR,ULA4NFT,FAS182ACPm,HBZOPT6m,HEMEOMOm,HISTRSm,TRPTRSm,MCBTS2,MCBTS,ALATA_D2,DMATT,2HP6MPMOm,FAS80ACPm_L,GHMT2rm,LYSTRSm,METTRSm,HBZOPT6,HBZOPT6m_1,FEDCabc,THZPSN3,ASPTRSm,FAS161ACPm,UDPDPS2,DOLASNT,IPDPUPT,SECYSTL,DVPCHLD450ORc,ENLIPIDAt1exc,PCHLD450ORc,DVPCHLD646ORc,PCHLD646ORc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NfowleriATCC30863,BTS3r,MCBTS3,NALN6,MCBTS2,MCBTS,S2FE2SR,TPK1,FEROt,r0016,DOLASNTc,DVPCHLD646ORc,PCHLD646ORc,DVPCHLD450ORc,ENLIPIDAt1exc,PCHLD450ORc,CYO1b2pp_sync,CYO1bpp_sync,PCMEH2ppc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgrayiANR4,HEMEOSm,PREPTHS2,FASm220,NALN6,2HP6MPMOm,FTHFLmi,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,APAPTm,HEMEOSm_1,APCS,DES_6,DES_6B,DOLASNT,FEROt,r0016,ENLIPIDAt1exc,PLDAGAT_LNA_EPA_LNA_PC_4_c,CHOPT_STC_HDE_c,PLDAGAT_HDE_MYRS_LNA_PC_7_c,PLDAGAT_PALM_EPA_LNA_PC_7_c,PLDAGAT_HDE_EPA_LNA_PC_8_c,PLDAGAT_HDE_MYRS_LNA_PC_2_c,MOGAT_cho,CHOPT_DHA_DHA_c,CEPTCnhs,PLDAGAT_PALM_EPA_LNA_PC_1_c,GLCBRAN3,PLDAGAT_EPA_EPA_LNA_PC_2_c,CHOPT_OLE_DHA_c,CHOPT_MYRS_DHA_c,CHOPT_EPA_DHA_c,LPCAT_LNA_DPA_sn2_c,CHOPT_MYRS_HDE_c,PLDAGAT_HDE_EPA_LNA_PE_16_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LbraziliensisMHOMBR75M2904,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,SQD2_183_6_9_12,SQD2_181,AHSERL3,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,APCS,CRNCARtm,TECA2S,OMMBLHX6m,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,ACSERL,SULOm,SECYSTL,FEROt,r0016,CYSS_m,LPSSYN_HPc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumHB3,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcuniculiGBM1,PANTS,CERS226,4M2OPLOXRD,CERS126,ALATA_D2,DIPS,HBZOPT6,FEDCabc,AGPAT120,3M2OBLOXRD,3M2OPLOXRD,L_LACD,ENLIPIDAt1exc,OHPHM6nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiTgCatPRC2,2AGPGAT141,THRTRSm,VALTRSm,MEGLYXYLAMH,DHPS2,HISTRSm,PHETRSm,LIDOAMH,2AGPEAT141,DHORD2,LYSTRSm,METTRSm,PPTTm,GLCR1TRB1,HBZOPT6,HBZOPT6m_1,ALATL,HEMEOSm_1,MCPST,ASPTRSm,GLCR1TRA1,DOLASNT,HEMELm,CYSS_m,SECYSTL,DVPCHLD450ORc,PCHLD450ORc,MLDEP1ppc,MLDEP2ppc,ENLIPIDAt1exc,DVPCHLD646ORc,PCHLD646ORc,FE3DCITexs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PknowlesiMalayanPk1A,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,ASNTRSm,HISTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,ENLIPIDAt1exc,DOLPMT3,FCLT_ap,GHMT2r_ap,GHMT2r_m,IDL_HSSYNnhs,PLDAGAT_PALM_EPA_DHA_PC_2_c,LDL_HSSYNnhs,PLDAGAT_HDE_EPA_LNA_PC_7_c,PLDAGAT_OLE_EPA_DHA_PC_2_c,PLDAGAT_HDE_ARA_ARA_PC_8_c,PLDAGAT_HDE_MYRS_GLNA_PE_15_c,ACOADAGAT_PALM_EPA_DHA_c,PLDAGAT_HDE_ARA_ARA_PC_6_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumKE01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TvaginalisG3,2AGPGAT141,NORRDX,C100SN,PHOMSELCYSL,CD2t4,DAGCPT_SC,NaKt_1,SUCHMSSELCYSL,2AGPEAT141,HBZOPT6,FEDCabc,LIPO3S24_BS,THZPSN3,TPK1,LMNe,LACZe,NDP3ex,TREHe,DOLASNTc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LamazonensisMHOMBR71973M2269,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,FEDCabc,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,CRNCARtm,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,NDP3ex,SECYSTL,ENLIPIDAt1exc,LPSSYN_HPc,GLUth,NADPNe,MOGAT_cho,PLDAGAT_HDE_EPA_ARA_PC_5_c,PLDAGAT_MYRS_EPA_ARA_PC_3_c,DXS,DAGCPT,PLDAGAT_HDE_EPA_ARA_PC_3_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PadleriG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,LEUTRSm,PHETRSm,DHORD2,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,TPK1,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,DSBAO1e,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EmitisHoughton,VALTRSm,NADS1m,DHPS,MCBTS3,MCTC,3OAS121,DHPS2,METSOXR2,HEMEOMOm,LEUTRSm,PHETRSm,MCBTS2,MCBTS,AHSERL3,DMATT,TKT2,LYSTRSm,ALATL,G12MT4,ACSERLm,S2FE2SR,DOLASNT,G12MT3,ACSERL,AHSERL4,CYSS_m,HCGALm,CBFCc,TKT2hc,protein_bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumSD01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,ENLIPIDAt1exc,CYO1bpp_sync,CYO1b2pp_sync,THZPSN_mt2,THZPSNm,GHMT2r_ap,GHMT2r_m,DOLPMT3,FCLT_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiMAS,2AGPGAT141,THRTRSm,VALTRSm,MEGLYXYLAMH,DHPS2,HISTRSm,PHETRSm,LIDOAMH,2AGPEAT141,DHORD2,LYSTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,HEMEOSm_1,MCPST,DOLASNT,HEMELm,CYSS_m,SECYSTL,DVPCHLD450ORc,ENLIPIDAt1exc,PCHLD450ORc,MLDEP1ppc,MLDEP2ppc,DVPCHLD646ORc,PCHLD646ORc,FE3DCITexs,r0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LtropicaL590,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,CD2t4,ASNTRSm,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,CRNCARtm,TECA2S,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SECYSTL,LPSSYN_HPc,ENLIPIDAt1exc,DAGCPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EfalciformisBayerHaberkorn1970,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,MCBTS3,DHPS2,HISTRSm,PHETRSm,MCBTS2,MCBTS,AGPAT190,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,ALATL,G12MT4,HEMEOSm_1,MCPST,ASPTRSm,CRNCARtm,DOLASNT,G12MT3,HEMELm,CYSS_m,HCGALm,GRGTc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pfalciparum3D7,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,ENLIPIDAt1exc,CYO1b2pp_sync,CYO1bpp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PpraefalciparumG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CBFCc,biomass,PLDAGAT_HDE_MYRS_LNA_PC_1_c,PLDAGAT_HDE_EPA_LNA_PE_9_c,PLDAGAT_HDE_EPA_LNA_PC_7_c,RHAT1,PLDAGAT_EPA_EPA_LNA_PE_9_c,PLDAGAT_EPA_EPA_LNA_PC_2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LseymouriATCC30220,THRTRSm,VALTRSm,MCBTS3,SQD2_160,SQD2_183_9_12_15,NALN6,MCBTS2,MCBTS,SQD2_183_6_9_12,SQD2_181,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,APCS,TPK1,SQD2_180,SQD2_184_6_9_12_15,LACZe,NDP3ex,SECYSTL,ASNNe,LPSSYN_HPc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyoeliiyoelii17X,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,HISTRSm,PHETRSm,TRPTRSm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,FCLT_ap,DOLPMT3,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PadleriG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,LEUTRSm,PHETRSm,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,CRNCARtm,TPK1,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TcruziCLBrenerEsmeraldo-like,HEMEOSm,ITCY,UPLA4FNT,2HP6MPMOm,FTHFLmi,LYSTRSm,METTRSm,PPTTm,URIK3,UPLA4NT,HBZOPT6,HBZOPT6m_1,FEDCabc,APAPTm,HEMEOSm_1,APCS,DOLASNT,SULOm,NDP3ex,NDH1_4ppc,NDH1_3uc,ADOCBLPPc,protein_bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LarabicaLEM1108,THRTRSm,VALTRSm,MCBTS3,SQD2_160,SQD2_183_9_12_15,CD2t4,MCBTS2,MCBTS,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,CRNCARtm,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SECYSTL,UDCPDPex,ASNNe,NDP3ex,ENLIPIDAt1exc,LPSSYN_HPc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Cubiquitum39726,FAS141ACPm,FAS181ACPm,SUCFUMtm,THRTRSm,VALTRSm,PREPTHS2,MCBTS3,GRTT2,MEGLYXYLAMH,PTOR,ULA4NFT,FAS182ACPm,HEMEOMOm,HISTRSm,TRPTRSm,MCBTS2,MCBTS,AGPAT190,AMYe,GLYCOe,LIDOAMH,GRTT,FAS80ACPm_L,GHMT2rm,METTRSm,OXO2Ctm,HBZOPT6,FEDCabc,ALATL,THZPSN3,ASPTRSm,CRNCARtm,FAS161ACPm,UDPDPS2,AGPAT160190,AMYLe,DOLASNT,IPDPUPT,SECYSTL,AGPAT1601819Zhc,ENLIPIDAt1exc,DVPCHLD646ORc,PCHLD646ORc,DVPCHLD450ORc,PCHLD450ORc,LPEAT_PALM_DHA_sn2_c,PLDAGAT_HDE_EPA_ARA_PC_7_c,PLDAGAT_EPA_EPA_ARA_PC_7_c,PLDAGAT_PALM_EPA_LNA_PC_3_c,LPEAT_PALM_EPA_sn2_c,ACOADAGAT_PALM_EPA_ARA_c,PLDAGAT_PALM_EPA_ARA_PC_3_c,PLDAGAT_PALM_EPA_LNA_PC_7_c,AGPATCOA_HDE_DHA_c,PLDAGAT_EPA_EPA_ARA_PC_6_c,ACOADAGAT_EPA_EPA_ARA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EromaleaeSJ2008,PANTS,4M2OPLOXRD,NaKt_1,ALATA_D2,DIPS,HBZOPT6,3M2OPLOXRD,L_LACD,DXHPScmc,OHPHM6nc,ENLIPIDAt1exc,GTHPe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumCD01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,ENLIPIDAt1exc,CBFCc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
