,gf_PadleriG01,P. berghei,P. billcollinsi,P. blacklocki,P. chabaudi,P. coatneyi,P. cynomolgi B,P. cynomolgi M,P. falciparum 3D7,P. falciparum Dd2,P. fragile,P. gaboni G01,P. gaboni SY75,P. vivax Sal1
PSSA160,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pe_prod21,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PE140abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_EPA_EPA_DHA_PE_15_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PCW3DS_EPA_EPA_sn2_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
O2t,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PG18111Z160t,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SK_trnathr_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PSD140,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DM_cys__L_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MSULR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLPS1AGPE1829Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LEUTRS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAE100,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
C160SN,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLYOX_1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G3PAT160_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SHCHCS3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
OIVD3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PMEACPE,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CACOAL,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3HAD181_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PS161abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pa180_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CERS326,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PHEMEtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ISETACabcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARABDI,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_cdpdhdecg_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGSA141,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pail1819Z160_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ADMDC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
TYRt2r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAO161p_oddc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LYSt2r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL2A120,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FASC120ACP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
OCTDPS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FASC141ACP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHRPL,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CITACt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
UDCPDPS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL100t2ppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RBPC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAS200,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT18111Z18111Z1835Z9Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
BDMT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL181_1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
STRDNCCPT1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGIA,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PSUDS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
THRt2r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PI345P3P_cho,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARBabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_MYRS_EPA_DHA_PC_2_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLU5K,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G3PD7,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe181_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FPGS8m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACTD2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DOLPMT4,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FPGS9,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_trpiletrp_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_ni2_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
acoa_prod3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ATPH1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACP1619ZD9DSc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FAS120_ap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FADRx2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DMQMT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMR_0180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
BCAROKTc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ATPS10_3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR180x,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AGPAT181,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
TRIGS_SC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PE1801829Z12Zt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACN_b_m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_glyc3p_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AKO,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_OLE_EPA_DHA_PE_10_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
OCT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMR_0876nhs,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHOPT_OLE_EPA_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ILEtec,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CRVS23M24hc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PSSA141,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MN6PP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL140,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PKETF,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SPRMS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CFAS160E,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR80x,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SMS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR40_m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PUNP_pf,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_cdpdtdecg_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMR_0852nhs,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ERGSTESTH_SC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
YUMPS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAE141,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL1A181,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PYDXO_1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ILEabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
TCHOLAt3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL1831,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AGPAT190,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MGDGD7DS1829Z12Z1617Zc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AFAT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ALDD16,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_2agpe140_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
2AGPGAT120,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_hdcea_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ETHAPT1819Z1819Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PHACOAOR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAR180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
RNTR1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PFOR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HMGLB,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DGDGD4DS1819Z1634Z7Z10Zc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pg_prod3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CYTBO3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_atp_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
METARHODOPSINHc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_MYRS_EPA_LNA_PE_13_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LSERDHr,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pcrd_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
KAT2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARGt5r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACCOAtm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AHCi,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
THRTRS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MI3PSB,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G6PI_1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL2ATG180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SK_trnamet_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FASC161ACP,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_all__D_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARMT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
NDP1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW6DS1829Z12Z1627Z10Z2c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
dolichol_t,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CDPDAGS_PALM_PALM_m,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ETHAPT_PALM_DHA_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_LalaDgluMdap_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
R_group_phosphotase_1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLCt1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ILETRS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CTPS1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ASPTA,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_2agpg160_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PMDPHT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR161x,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL1G181,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW3DS1839Z12Z15Z160c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LUMIRHODOPSINIc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SULO,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
APAPTm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR140y,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GTHPi,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pgp120_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PE161_HSABCtnhs,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pg_prod2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_g3pg_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_salchs2fe_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HACD5i,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
L_LACt4r_2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CYO1b2_sync,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT1819Z1829Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDAGAT_EPA_EPA_DHA_PE_9_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FUT14g_cho,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FPGS7,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DADA,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLMS_syn,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SQDGW6DS1829Z12Z160c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
BUTSO3abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe1829Z12Z1835Z9Z12Z_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAR140,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
KAS20SA,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PDHcr,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pe1819Z1845Z9Z12Z15Z_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PA140tap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pe_prod9,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ADPT,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LALDO2x_pf,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1601819Z1835Z9Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CEPTC_cho,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LEUabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DAPDC,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_dgsn_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
O2St,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
QMO2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GND,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_14glucan_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL2A181,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PE181abcppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MOD_2mhop,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
pi_prod3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PROTRS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT160,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
METabc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LPLIPAL1G180,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MALS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLPASE1,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
P5CR,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AMETtmt,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FACOAL180t2ppc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GTHOm,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_pur_e,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CAt4,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SDPTA,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
2_7_8_3,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
KAS2,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DAGK181,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA21819Z1845Z9Z12Z15Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HACD1i,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
2AGPEAT120,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ADCL,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PA181tap,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ARGLYSex,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACACT8r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
3OAS100,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FADt_h,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CITt2r,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z1819Z1835Z9Z12Z,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
LNLCCOADS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
COLIPAabctexc,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EAR160x,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLDPE_OLE_ARA_c,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SERTRS,,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
